Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,
1043,Bridlemile,45.492559,-122.726693,Zoo Store,45.510252,-122.715677,Gift Shop
1044,Bridlemile,45.492559,-122.726693,Healy Heights Park,45.492716,-122.698735,Park
1045,Bridlemile,45.492559,-122.726693,Cougars @ the Zoo,45.510497,-122.714679,Zoo Exhibit
1046,Bridlemile,45.492559,-122.726693,Independence Gardens,45.504798,-122.751188,Garden Center
1047,Collins View,45.457979,-122.68121,Block & Board,45.463982,-122.684314,Butcher
1048,Collins View,45.457979,-122.68121,Chez José West,45.463573,-122.683785,Mexican Restaurant
1049,Collins View,45.457979,-122.68121,Market of Choice,45.463484,-122.684019,Grocery Store
1050,Collins View,45.457979,-122.68121,Sellwood Riverfront Park,45.46627,-122.663472,Park
1051,Collins View,45.457979,-122.68121,Tryon Creek State Park,45.442127,-122.675899,State / Provincial Park
1052,Collins View,45.457979,-122.68121,Muddy Rudder Public House,45.464239,-122.659209,Pub
1053,Collins View,45.457979,-122.68121,Sellwood Park,45.467794,-122.659313,Park
1054,Collins View,45.457979,-122.68121,Springwater Corridor-Sellwood Riverfront Park ...,45.469394,-122.661248,Trail
1055,Collins View,45.457979,-122.68121,Grab A Gyro,45.459666,-122.709019,Greek Restaurant
1056,Collins View,45.457979,-122.68121,Either/Or,45.463122,-122.653093,Café
1057,Collins View,45.457979,-122.68121,Baker & Spice,45.478157,-122.694967,Bakery
1058,Collins View,45.457979,-122.68121,Jade Bistro & Patisserie,45.466868,-122.652925,Vietnamese Restaurant
1059,Collins View,45.457979,-122.68121,Hillsdale Farmers Market,45.477863,-122.693813,Farmers Market
1060,Collins View,45.457979,-122.68121,New Seasons Market,45.464133,-122.653724,Supermarket
1061,Collins View,45.457979,-122.68121,Cloud Cap Games,45.467126,-122.653236,Toy / Game Store
1062,Collins View,45.457979,-122.68121,Fred Meyer Fuel Center,45.46385,-122.701729,Gas Station
1063,Collins View,45.457979,-122.68121,Pik Nik Park Food Carts,45.464061,-122.654392,Food Truck
1064,Collins View,45.457979,-122.68121,Zenbu,45.466871,-122.653003,Food Truck
1065,Collins View,45.457979,-122.68121,Zupan's Market,45.472153,-122.671957,Grocery Store
1066,Collins View,45.457979,-122.68121,Willamette Park,45.476434,-122.670402,Park
1067,Collins View,45.457979,-122.68121,Bamboo Grove Hawaiian Grille,45.478884,-122.673528,Hawaiian Restaurant
1068,Collins View,45.457979,-122.68121,Rose City Rollers,45.473472,-122.660811,General Entertainment
1069,Collins View,45.457979,-122.68121,Hurry Back Ice Cream,45.467258,-122.65316,Ice Cream Shop
1070,Collins View,45.457979,-122.68121,Otto & Anita's Schnitzel's Haus,45.468963,-122.708814,German Restaurant
1071,Collins View,45.457979,-122.68121,The Original Pancake House,45.462733,-122.702384,Breakfast Spot
1072,Collins View,45.457979,-122.68121,Grand Central Baking Company,45.465879,-122.653134,Bakery
1073,Collins View,45.457979,-122.68121,Gino's Restaurant & Bar,45.465106,-122.653122,Italian Restaurant
1074,Collins View,45.457979,-122.68121,Burger Stevens,45.47873,-122.693162,Food Truck
1075,Collins View,45.457979,-122.68121,Tea Chai Té,45.465951,-122.653207,Tea Room
1076,Collins View,45.457979,-122.68121,Gigi's Cafe,45.478336,-122.694598,American Restaurant
1077,Collins View,45.457979,-122.68121,Portland Homestead Supply Co,45.465482,-122.652998,Garden Center
1078,Collins View,45.457979,-122.68121,Buffalo Gap Saloon,45.474575,-122.671817,Bar
1079,Collins View,45.457979,-122.68121,Waverley Country Club,45.448717,-122.652754,Golf Course
1080,Collins View,45.457979,-122.68121,Blue Kangaroo Coffee Roasters,45.467087,-122.653144,Coffee Shop
1081,Collins View,45.457979,-122.68121,Columbia Sportswear,45.46454,-122.652615,Clothing Store
1082,Collins View,45.457979,-122.68121,Spring Garden Park,45.462102,-122.710777,Dog Run
1083,Collins View,45.457979,-122.68121,Sushi Love,45.464149,-122.654629,Sushi Restaurant
1084,Collins View,45.457979,-122.68121,Oaks Park Skating Rink,45.473512,-122.661577,Skating Rink
1085,Collins View,45.457979,-122.68121,Baja Fresh,45.471308,-122.686483,Fast Food Restaurant
1086,Collins View,45.457979,-122.68121,Portland Bottle Shop,45.466215,-122.652989,Wine Bar
1087,Collins View,45.457979,-122.68121,OPA Pizzaria,45.465652,-122.65285,Pizza Place
1088,Collins View,45.457979,-122.68121,Golden Touch,45.465771,-122.696803,Diner
1089,Collins View,45.457979,-122.68121,New Taste of India,45.479562,-122.673189,Indian Restaurant
1090,Collins View,45.457979,-122.68121,Fulton Pub & Brewery,45.477195,-122.672481,Pub
1091,Collins View,45.457979,-122.68121,Portofino,45.464567,-122.653049,Italian Restaurant
1092,Collins View,45.457979,-122.68121,Collage,45.466972,-122.653123,Arts & Crafts Store
1093,Collins View,45.457979,-122.68121,Starbucks,45.478138,-122.69484,Coffee Shop
1094,Collins View,45.457979,-122.68121,Koji Osakaya,45.473542,-122.671856,Japanese Restaurant
1095,Collins View,45.457979,-122.68121,Healthy Nails & Spa,45.464437,-122.652201,Spa
1096,Collins View,45.457979,-122.68121,Massage Envy,45.476089,-122.672101,Spa
1097,Collins View,45.457979,-122.68121,Oaks Amusement Park,45.472301,-122.662312,Theme Park
1098,Collins View,45.457979,-122.68121,Hillsdale Food Park,45.478496,-122.694022,Food Truck
1099,Collins View,45.457979,-122.68121,Mekong,45.466388,-122.652941,Vietnamese Restaurant
1100,Collins View,45.457979,-122.68121,Sellwood Public House,45.463735,-122.652831,Pub
1101,Collins View,45.457979,-122.68121,The Hangar,45.473441,-122.660843,Stadium
1102,Collins View,45.457979,-122.68121,Uncle John's Market,45.462967,-122.690291,Grocery Store
1103,Collins View,45.457979,-122.68121,Thai PK,45.478789,-122.67311,Thai Restaurant
1104,Collins View,45.457979,-122.68121,Enterprise Rent-A-Car,45.464064,-122.699828,Rental Car Location
1105,Collins View,45.457979,-122.68121,U.S. Bank ATM,45.471667,-122.685148,ATM
1106,Collins View,45.457979,-122.68121,Thai Lahnna LLC,45.46661,-122.6533,Thai Restaurant
1107,Collins View,45.457979,-122.68121,Cafe Du Berry,45.477377,-122.67236,Breakfast Spot
1108,Collins View,45.457979,-122.68121,Jimmy's Bar and Grill,45.466597,-122.708165,Sports Bar
1109,Collins View,45.457979,-122.68121,Chase Bank,45.470587,-122.690391,Bank
1110,Collins View,45.457979,-122.68121,NW Growlers,45.479163,-122.673171,Beer Store
1111,Collins View,45.457979,-122.68121,Food Front Hillsdale,45.478052,-122.695385,Grocery Store
1112,Collins View,45.457979,-122.68121,AT&T,45.458584,-122.709041,Mobile Phone Shop
1113,Collins View,45.457979,-122.68121,Tryon Creek Grill,45.462168,-122.684558,Sports Bar
1114,Collins View,45.457979,-122.68121,Taco Bell,45.468499,-122.692095,Fast Food Restaurant
1115,Collins View,45.457979,-122.68121,Les Schwab Tire Center,45.460179,-122.706756,Automotive Shop
1116,Collins View,45.457979,-122.68121,Lunchtime Disc Golf Course,45.473394,-122.701417,Disc Golf
1117,Collins View,45.457979,-122.68121,Atlas Scoops,45.46564,-122.653485,Ice Cream Shop
1118,Collins View,45.457979,-122.68121,Fred Meyer,45.470521,-122.690539,Supermarket
1119,Collins View,45.457979,-122.68121,The UPS Store,45.458534,-122.709041,Shipping Store
1120,Collins View,45.457979,-122.68121,Subway,45.461757,-122.684726,Sandwich Place
1121,Collins View,45.457979,-122.68121,Subway,45.459957,-122.707221,Sandwich Place
1122,Collins View,45.457979,-122.68121,Wells Fargo,45.469234,-122.692558,Bank
1123,Collins View,45.457979,-122.68121,Pizza Hut,45.471794,-122.685834,Pizza Place
1124,Collins View,45.457979,-122.68121,The UPS Store,45.464467,-122.652264,Shipping Store
1125,Collins View,45.457979,-122.68121,KeyBank ATM,45.464159,-122.652805,ATM
1126,Collins View,45.457979,-122.68121,Starbucks,45.464468,-122.652802,Coffee Shop
1127,Collins View,45.457979,-122.68121,Savory Spice Shop,45.467666,-122.653021,Gourmet Shop
1128,Collins View,45.457979,-122.68121,The UPS Store,45.478166,-122.694335,Shipping Store
1129,Collins View,45.457979,-122.68121,Einstein Bros Bagels,45.477784,-122.696312,Bagel Shop
1130,Collins View,45.457979,-122.68121,Pizzicato,45.477891,-122.696057,Pizza Place
1131,Collins View,45.457979,-122.68121,7-Eleven,45.462703,-122.703569,Convenience Store
1132,Collins View,45.457979,-122.68121,Subway,45.478425,-122.694115,Sandwich Place
1133,Collins View,45.457979,-122.68121,Lewis & Clark Law School,45.452493,-122.678407,Lawyer
1134,Collins View,45.457979,-122.68121,Blumenthal,45.459837,-122.708829,Clothing Store
1135,Collins View,45.457979,-122.68121,Aladdin Motor Inn,45.46069,-122.708037,Motel
1136,Collins View,45.457979,-122.68121,Ancestry Brewing Taproom,45.463279,-122.652939,Brewery
1137,Collins View,45.457979,-122.68121,Sellwood Bridge Construction,45.463343,-122.668739,Intersection
1138,Collins View,45.457979,-122.68121,McDonald's,45.452881,-122.704404,Fast Food Restaurant
1139,Collins View,45.457979,-122.68121,Tryon Creek Park,45.445221,-122.68652,Trail
1140,Collins View,45.457979,-122.68121,Quail Park,45.455272,-122.703576,Park
1141,Collins View,45.457979,-122.68121,The Essential Oil Company,45.463063,-122.659379,Hobby Shop
1142,Collins View,45.457979,-122.68121,Bellagio's Pizza,45.464076,-122.652606,Pizza Place
1143,Collins View,45.457979,-122.68121,Maricara Natural Area,45.449853,-122.704288,Park
1144,Collins View,45.457979,-122.68121,Barbur & 30th,45.460028,-122.707792,Intersection
1145,Collins View,45.457979,-122.68121,Industrial Barre + Industrial Ride,45.46318,-122.652974,Gym / Fitness Center
1146,Collins View,45.457979,-122.68121,Wendy's,45.45716,-122.713136,Fast Food Restaurant
1147,Crestwood,45.450783,-122.736624,Banning's Restaurant & Pie House,45.442315,-122.747212,Diner
1148,Crestwood,45.450783,-122.736624,Barbur World Foods,45.454408,-122.71988,Grocery Store
1149,Crestwood,45.450783,-122.736624,Thai Orchid Restaurant,45.452672,-122.72364,Thai Restaurant
1150,Crestwood,45.450783,-122.736624,The Bounty Hunter Saloon,45.443067,-122.745151,Bar
1151,Crestwood,45.450783,-122.736624,Nectar,45.446234,-122.73129,Marijuana Dispensary
1152,Crestwood,45.450783,-122.736624,Buster's Texas Style Barbecue - Tigard,45.443331,-122.744077,BBQ Joint
1153,Crestwood,45.450783,-122.736624,Sho Authentic Japanese Cuisine,45.452319,-122.723419,Japanese Restaurant
1154,Crestwood,45.450783,-122.736624,Black Rock Coffee Bar,45.440772,-122.749034,Coffee Shop
1155,Crestwood,45.450783,-122.736624,Woods Memorial Park,45.457361,-122.726178,Trail
1156,Crestwood,45.450783,-122.736624,Garden Home Growlers,45.46635,-122.75239,Bar
1157,Crestwood,45.450783,-122.736624,Grab A Gyro,45.459666,-122.709019,Greek Restaurant
1158,Crestwood,45.450783,-122.736624,Performing Arts Center (PAC),45.438843,-122.73111,Theater
1159,Crestwood,45.450783,-122.736624,Walter Mittys,45.439942,-122.726822,American Restaurant
1160,Crestwood,45.450783,-122.736624,Fantasy Video For Adults,45.442487,-122.743241,Adult Boutique
1161,Crestwood,45.450783,-122.736624,broder söder,45.456181,-122.767434,Scandinavian Restaurant
1162,Crestwood,45.450783,-122.736624,Angelfire Coffee Roasters,45.44487,-122.726405,Coffee Shop
1163,Crestwood,45.450783,-122.736624,Dutch Bros. Coffee,45.435447,-122.759374,Coffee Shop
1164,Crestwood,45.450783,-122.736624,Maplewood Coffee & Tea,45.469951,-122.730825,Coffee Shop
1165,Crestwood,45.450783,-122.736624,Starbucks,45.44111,-122.751689,Coffee Shop
1166,Crestwood,45.450783,-122.736624,Green Light District Glass,45.438685,-122.753031,Smoke Shop
1167,Crestwood,45.450783,-122.736624,Walgreens,45.454351,-122.720952,Pharmacy
1168,Crestwood,45.450783,-122.736624,April Hill Park,45.471071,-122.735331,Park
1169,Crestwood,45.450783,-122.736624,Which Wich? Superior Sandwiches,45.432905,-122.753401,Sandwich Place
1170,Crestwood,45.450783,-122.736624,Chang's Mongolian Grill,45.441602,-122.747352,Mongolian Restaurant
1171,Crestwood,45.450783,-122.736624,Costco Wholesale,45.434875,-122.758071,Warehouse Store
1172,Crestwood,45.450783,-122.736624,Spring Garden Park,45.462102,-122.710777,Dog Run
1173,Crestwood,45.450783,-122.736624,Habebi Hookah,45.437779,-122.754881,Hookah Bar
1174,Crestwood,45.450783,-122.736624,Original Bavarian Sausage Delicatessen,45.446813,-122.76651,Butcher
1175,Crestwood,45.450783,-122.736624,The Old Barn,45.455323,-122.716343,Sports Bar
1176,Crestwood,45.450783,-122.736624,Sushi Hana,45.43767,-122.757999,Sushi Restaurant
1177,Crestwood,45.450783,-122.736624,Baskin-Robbins,45.436922,-122.758312,Ice Cream Shop
1178,Crestwood,45.450783,-122.736624,Starbucks,45.437164,-122.757595,Coffee Shop
1179,Crestwood,45.450783,-122.736624,XXI,45.450257,-122.747824,Clothing Store
1180,Crestwood,45.450783,-122.736624,Jimmy John's,45.437611,-122.756658,Sandwich Place
1181,Crestwood,45.450783,-122.736624,Petco,45.437118,-122.758262,Pet Store
1182,Crestwood,45.450783,-122.736624,Liquor Store - Barbur,45.454179,-122.72038,Liquor Store
1183,Crestwood,45.450783,-122.736624,Garden Home Dugout,45.465672,-122.752109,Sports Bar
1184,Crestwood,45.450783,-122.736624,Chase Bank,45.453034,-122.72324,Bank
1185,Crestwood,45.450783,-122.736624,Taco Time,45.456884,-122.71377,Taco Place
1186,Crestwood,45.450783,-122.736624,Les Schwab Tire Center,45.439941,-122.75274,Automotive Shop
1187,Crestwood,45.450783,-122.736624,Domino's Pizza,45.453102,-122.723981,Pizza Place
1188,Crestwood,45.450783,-122.736624,Metzger Park,45.448541,-122.763376,Park
1189,Crestwood,45.450783,-122.736624,Fred Meyer,45.441155,-122.752166,Supermarket
1190,Crestwood,45.450783,-122.736624,Starbucks,45.466635,-122.751839,Coffee Shop
1191,Crestwood,45.450783,-122.736624,Bullseye Pub,45.44555,-122.726774,Bar
1192,Crestwood,45.450783,-122.736624,Old Market Pub & Brewery,45.465866,-122.748497,Brewery
1193,Crestwood,45.450783,-122.736624,Redbox,45.452911,-122.72276,Video Store
1194,Crestwood,45.450783,-122.736624,PetSmart,45.435207,-122.752691,Pet Store
1195,Crestwood,45.450783,-122.736624,7-Eleven,45.445163,-122.727396,Convenience Store
1196,Crestwood,45.450783,-122.736624,Starbucks,45.452874,-122.722187,Coffee Shop
1197,Crestwood,45.450783,-122.736624,WinCo Foods,45.435119,-122.753506,Supermarket
1198,Crestwood,45.450783,-122.736624,Great Clips,45.466774,-122.751547,Salon / Barbershop
1199,Crestwood,45.450783,-122.736624,Smart Foodservice Warehouse Stores,45.436883,-122.759666,Warehouse Store
1200,Crestwood,45.450783,-122.736624,Papa Murphy's,45.437746,-122.757556,Pizza Place
1201,Crestwood,45.450783,-122.736624,7-Eleven,45.465385,-122.75265,Convenience Store
1202,Crestwood,45.450783,-122.736624,Subway,45.445011,-122.726203,Sandwich Place
1203,Crestwood,45.450783,-122.736624,Ploy's Thai Food,45.46679,-122.751673,Thai Restaurant
1204,Crestwood,45.450783,-122.736624,Chase Bank,45.440864,-122.751643,Bank
1205,Crestwood,45.450783,-122.736624,Great Clips - Closed,45.432972,-122.754106,Salon / Barbershop
1206,Crestwood,45.450783,-122.736624,AT&T,45.458584,-122.709041,Mobile Phone Shop
1207,Crestwood,45.450783,-122.736624,AT&T Authorized Retailer,45.450784,-122.766084,Mobile Phone Shop
1208,Crestwood,45.450783,-122.736624,Round Table Pizza,45.452271,-122.722965,Pizza Place
1209,Crestwood,45.450783,-122.736624,The UPS Store,45.458534,-122.709041,Shipping Store
1210,Crestwood,45.450783,-122.736624,Dairy Queen,45.465418,-122.753505,Fast Food Restaurant
1211,Crestwood,45.450783,-122.736624,Baskin-Robbins,45.466691,-122.751883,Ice Cream Shop
1212,Crestwood,45.450783,-122.736624,Mazatlan Mexican Restaurant,45.439198,-122.753557,Mexican Restaurant
1213,Crestwood,45.450783,-122.736624,Carl's Jr.,45.443055,-122.744808,Fast Food Restaurant
1214,Crestwood,45.450783,-122.736624,Papa Murphy's - Multnomah,45.467254,-122.722568,Pizza Place
1215,Crestwood,45.450783,-122.736624,Quality Inn Tigard - Portland Southwest,45.441435,-122.746025,Hotel
1216,Crestwood,45.450783,-122.736624,Big 5 Sporting Goods,45.437538,-122.75818,Sporting Goods Shop
1217,Crestwood,45.450783,-122.736624,Happy Fortune,45.450434,-122.72721,Chinese Restaurant
1218,Crestwood,45.450783,-122.736624,OfficeMax,45.433646,-122.751765,Paper / Office Supplies Store
1219,Crestwood,45.450783,-122.736624,Shari's Cafe and Pies,45.465938,-122.752724,Diner
1220,Crestwood,45.450783,-122.736624,Shell,45.465444,-122.754433,Gas Station
1221,Crestwood,45.450783,-122.736624,Lamb's Thriftway,45.466163,-122.751518,Grocery Store
1222,Crestwood,45.450783,-122.736624,Shell,45.442574,-122.746289,Gas Station
1223,Crestwood,45.450783,-122.736624,Portland Value Inn & Suites,45.450009,-122.727529,Motel
1224,Crestwood,45.450783,-122.736624,Forest View Dining Center,45.437622,-122.732014,College Cafeteria
1225,Crestwood,45.450783,-122.736624,Blumenthal,45.459837,-122.708829,Clothing Store
1226,Crestwood,45.450783,-122.736624,Holly Farm Park,45.447312,-122.725738,Park
1227,Crestwood,45.450783,-122.736624,Baba Fresh,45.444878,-122.727384,Mediterranean Restaurant
1228,Crestwood,45.450783,-122.736624,Aladdin Motor Inn,45.46069,-122.708037,Motel
1229,Crestwood,45.450783,-122.736624,Holistic Pet Vet Clinic,45.441747,-122.748324,Pet Store
1230,Crestwood,45.450783,-122.736624,La Muse Salon & Day Spa,45.449604,-122.71904,Cosmetics Shop
1231,Crestwood,45.450783,-122.736624,Mandi House,45.442074,-122.749499,Mediterranean Restaurant
1232,Crestwood,45.450783,-122.736624,Halal Meat and Mediterranean Market,45.441938,-122.749505,Food & Drink Shop
1233,Crestwood,45.450783,-122.736624,Moonlight Grill And Deli,45.441681,-122.749594,Restaurant
1234,Crestwood,45.450783,-122.736624,Pasha,45.439834,-122.726161,Persian Restaurant
1235,Crestwood,45.450783,-122.736624,Fred Meyer Jewelers,45.441073,-122.75209,Jewelry Store
1236,Crestwood,45.450783,-122.736624,BedMart Mattress Superstore,45.440462,-122.752077,Mattress Store
1237,Crestwood,45.450783,-122.736624,Nansen Summit Park,45.438119,-122.722246,Scenic Lookout
1238,Crestwood,45.450783,-122.736624,Advanced Massage Therapy,45.468686,-122.738314,Massage Studio
1239,Crestwood,45.450783,-122.736624,A Slice of New York,45.466271,-122.751789,Pizza Place
1240,Crestwood,45.450783,-122.736624,American Contracting Inc.,45.463415,-122.756779,Construction & Landscaping
1241,Crestwood,45.450783,-122.736624,Plaid Pantry,45.465236,-122.754606,Convenience Store
1242,Crestwood,45.450783,-122.736624,Toby's Sports Pub,45.44692,-122.765298,Sports Bar
1243,Crestwood,45.450783,-122.736624,Garden Home Park,45.460811,-122.762187,Playground
1244,Crestwood,45.450783,-122.736624,Maplewood,45.471764,-122.730491,Baseball Field
1245,Far Southwest,45.4399,-122.735594,Banning's Restaurant & Pie House,45.442315,-122.747212,Diner
1246,Far Southwest,45.4399,-122.735594,The Bounty Hunter Saloon,45.443067,-122.745151,Bar
1247,Far Southwest,45.4399,-122.735594,Performing Arts Center (PAC),45.438843,-122.73111,Theater
1248,Far Southwest,45.4399,-122.735594,Buster's Texas Style Barbecue - Tigard,45.443331,-122.744077,BBQ Joint
1249,Far Southwest,45.4399,-122.735594,Black Rock Coffee Bar,45.440772,-122.749034,Coffee Shop
1250,Far Southwest,45.4399,-122.735594,Walter Mittys,45.439942,-122.726822,American Restaurant
1251,Far Southwest,45.4399,-122.735594,Nectar,45.446234,-122.73129,Marijuana Dispensary
1252,Far Southwest,45.4399,-122.735594,Barbur World Foods,45.454408,-122.71988,Grocery Store
1253,Far Southwest,45.4399,-122.735594,Well and Good Coffee House,45.430005,-122.752803,Coffee Shop
1254,Far Southwest,45.4399,-122.735594,Fantasy Video For Adults,45.442487,-122.743241,Adult Boutique
1255,Far Southwest,45.4399,-122.735594,Hilltop Cafe,45.425551,-122.752937,Café
1256,Far Southwest,45.4399,-122.735594,Which Wich? Superior Sandwiches,45.432905,-122.753401,Sandwich Place
1257,Far Southwest,45.4399,-122.735594,Thai Orchid Restaurant,45.452672,-122.72364,Thai Restaurant
1258,Far Southwest,45.4399,-122.735594,Dutch Bros. Coffee,45.435447,-122.759374,Coffee Shop
1259,Far Southwest,45.4399,-122.735594,Green Light District Glass,45.438685,-122.753031,Smoke Shop
1260,Far Southwest,45.4399,-122.735594,Westlake Park,45.425575,-122.726695,Park
1261,Far Southwest,45.4399,-122.735594,Costco Wholesale,45.434875,-122.758071,Warehouse Store
1262,Far Southwest,45.4399,-122.735594,Stanford's Restaurant & Bar,45.419138,-122.739821,Bar
1263,Far Southwest,45.4399,-122.735594,Starbucks,45.44111,-122.751689,Coffee Shop
1264,Far Southwest,45.4399,-122.735594,Chang's Mongolian Grill,45.441602,-122.747352,Mongolian Restaurant
1265,Far Southwest,45.4399,-122.735594,Potbelly Sandwich Shop,45.420161,-122.739287,Sandwich Place
1266,Far Southwest,45.4399,-122.735594,Angelfire Coffee Roasters,45.44487,-122.726405,Coffee Shop
1267,Far Southwest,45.4399,-122.735594,Habebi Hookah,45.437779,-122.754881,Hookah Bar
1268,Far Southwest,45.4399,-122.735594,Mt. Park Rec Center,45.431628,-122.715183,Gym / Fitness Center
1269,Far Southwest,45.4399,-122.735594,Chipotle Mexican Grill,45.420446,-122.739203,Mexican Restaurant
1270,Far Southwest,45.4399,-122.735594,Sho Authentic Japanese Cuisine,45.452319,-122.723419,Japanese Restaurant
1271,Far Southwest,45.4399,-122.735594,Starbucks,45.437164,-122.757595,Coffee Shop
1272,Far Southwest,45.4399,-122.735594,Oswego Grill,45.420117,-122.740373,Steakhouse
1273,Far Southwest,45.4399,-122.735594,Baskin-Robbins,45.436922,-122.758312,Ice Cream Shop
1274,Far Southwest,45.4399,-122.735594,Sushi Hana,45.43767,-122.757999,Sushi Restaurant
1275,Far Southwest,45.4399,-122.735594,Sesame Donuts,45.434191,-122.765758,Donut Shop
1276,Far Southwest,45.4399,-122.735594,Flying Elephants @ Kruse Way,45.41831,-122.737289,Deli / Bodega
1277,Far Southwest,45.4399,-122.735594,The Olive and The Grape,45.421134,-122.732522,Café
1278,Far Southwest,45.4399,-122.735594,Woods Memorial Park,45.457361,-122.726178,Trail
1279,Far Southwest,45.4399,-122.735594,Petco,45.437118,-122.758262,Pet Store
1280,Far Southwest,45.4399,-122.735594,PetSmart,45.435207,-122.752691,Pet Store
1281,Far Southwest,45.4399,-122.735594,Jimmy John's,45.437611,-122.756658,Sandwich Place
1282,Far Southwest,45.4399,-122.735594,Les Schwab Tire Center,45.439941,-122.75274,Automotive Shop
1283,Far Southwest,45.4399,-122.735594,WinCo Foods,45.435119,-122.753506,Supermarket
1284,Far Southwest,45.4399,-122.735594,Walgreens,45.454351,-122.720952,Pharmacy
1285,Far Southwest,45.4399,-122.735594,Starbucks,45.419816,-122.739444,Coffee Shop
1286,Far Southwest,45.4399,-122.735594,Fred Meyer,45.441155,-122.752166,Supermarket
1287,Far Southwest,45.4399,-122.735594,Great Clips - Closed,45.432972,-122.754106,Salon / Barbershop
1288,Far Southwest,45.4399,-122.735594,Falafel Express,45.433825,-122.765941,Halal Restaurant
1289,Far Southwest,45.4399,-122.735594,Starbucks,45.417634,-122.737948,Coffee Shop
1290,Far Southwest,45.4399,-122.735594,Smart Foodservice Warehouse Stores,45.436883,-122.759666,Warehouse Store
1291,Far Southwest,45.4399,-122.735594,Papa Murphy's,45.437746,-122.757556,Pizza Place
1292,Far Southwest,45.4399,-122.735594,Bullseye Pub,45.44555,-122.726774,Bar
1293,Far Southwest,45.4399,-122.735594,The Old Barn,45.455323,-122.716343,Sports Bar
1294,Far Southwest,45.4399,-122.735594,7-Eleven,45.445163,-122.727396,Convenience Store
1295,Far Southwest,45.4399,-122.735594,Chase Bank,45.440864,-122.751643,Bank
1296,Far Southwest,45.4399,-122.735594,Metzger Park,45.448541,-122.763376,Park
1297,Far Southwest,45.4399,-122.735594,XXI,45.450257,-122.747824,Clothing Store
1298,Far Southwest,45.4399,-122.735594,Subway,45.445011,-122.726203,Sandwich Place
1299,Far Southwest,45.4399,-122.735594,U.S. Bank ATM,45.418906,-122.738943,ATM
1300,Far Southwest,45.4399,-122.735594,Liquor Store - Barbur,45.454179,-122.72038,Liquor Store
1301,Far Southwest,45.4399,-122.735594,Enterprise Rent-A-Car,45.434163,-122.763623,Rental Car Location
1302,Far Southwest,45.4399,-122.735594,Chase Bank,45.453034,-122.72324,Bank
1303,Far Southwest,45.4399,-122.735594,Domino's Pizza,45.453102,-122.723981,Pizza Place
1304,Far Southwest,45.4399,-122.735594,Mazatlan Mexican Restaurant,45.439198,-122.753557,Mexican Restaurant
1305,Far Southwest,45.4399,-122.735594,Redbox,45.452911,-122.72276,Video Store
1306,Far Southwest,45.4399,-122.735594,Walmart Supercenter,45.431825,-122.755116,Big Box Store
1307,Far Southwest,45.4399,-122.735594,T-Mobile,45.420184,-122.73921,Mobile Phone Shop
1308,Far Southwest,45.4399,-122.735594,Starbucks,45.452874,-122.722187,Coffee Shop
1309,Far Southwest,45.4399,-122.735594,Quality Inn Tigard - Portland Southwest,45.441435,-122.746025,Hotel
1310,Far Southwest,45.4399,-122.735594,Big 5 Sporting Goods,45.437538,-122.75818,Sporting Goods Shop
1311,Far Southwest,45.4399,-122.735594,Carl's Jr.,45.443055,-122.744808,Fast Food Restaurant
1312,Far Southwest,45.4399,-122.735594,Lowe's Home Improvement,45.428798,-122.753323,Hardware Store
1313,Far Southwest,45.4399,-122.735594,Hilton Garden Inn,45.418197,-122.739336,Hotel
1314,Far Southwest,45.4399,-122.735594,Diva Den Studio,45.433518,-122.763031,Gym / Fitness Center
1315,Far Southwest,45.4399,-122.735594,OfficeMax,45.433646,-122.751765,Paper / Office Supplies Store
1316,Far Southwest,45.4399,-122.735594,Forest View Dining Center,45.437622,-122.732014,College Cafeteria
1317,Far Southwest,45.4399,-122.735594,Round Table Pizza,45.452271,-122.722965,Pizza Place
1318,Far Southwest,45.4399,-122.735594,Round Table Pizza,45.432616,-122.765067,Pizza Place
1319,Far Southwest,45.4399,-122.735594,Mt. Park,45.434414,-122.711632,Park
1320,Far Southwest,45.4399,-122.735594,Happy Fortune,45.450434,-122.72721,Chinese Restaurant
1321,Far Southwest,45.4399,-122.735594,SyKart Indoor Racing Center,45.429859,-122.761575,Racetrack
1322,Far Southwest,45.4399,-122.735594,7-Eleven,45.433076,-122.7654,Convenience Store
1323,Far Southwest,45.4399,-122.735594,Shell,45.442574,-122.746289,Gas Station
1324,Far Southwest,45.4399,-122.735594,Dollar Tree,45.434624,-122.766502,Discount Store
1325,Far Southwest,45.4399,-122.735594,Shell,45.418399,-122.743136,Gas Station
1326,Far Southwest,45.4399,-122.735594,Olive Garden,45.4181,-122.742365,Italian Restaurant
1327,Far Southwest,45.4399,-122.735594,FedEx Office Print & Ship Center,45.41996,-122.739322,Shipping Store
1328,Far Southwest,45.4399,-122.735594,Pasha,45.439834,-122.726161,Persian Restaurant
1329,Far Southwest,45.4399,-122.735594,Baba Fresh,45.444878,-122.727384,Mediterranean Restaurant
1330,Far Southwest,45.4399,-122.735594,Holistic Pet Vet Clinic,45.441747,-122.748324,Pet Store
1331,Far Southwest,45.4399,-122.735594,Nansen Summit Park,45.438119,-122.722246,Scenic Lookout
1332,Far Southwest,45.4399,-122.735594,Halal Meat and Mediterranean Market,45.441938,-122.749505,Food & Drink Shop
