,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Edge District,35.1597581,-90.0542605,Little Cafe Eclectic,35.16089573,-90.05380511,Coffee Shop
1,Edge District,35.1597581,-90.0542605,Miss Cordelia's Grocery,35.16110818,-90.0537212,Grocery Store
2,Edge District,35.1597581,-90.0542605,The Lookout at the Pyramid,35.15601237,-90.05215287,American Restaurant
3,Edge District,35.1597581,-90.0542605,Bass Pro Shops At The Pyramid (Bass Pro Shops at the Pyramid),35.15600798,-90.05214751,Sporting Goods Shop
4,Edge District,35.1597581,-90.0542605,Tug's,35.16092354,-90.05517667,American Restaurant
5,Edge District,35.1597581,-90.0542605,NailBar & Co,35.16085858,-90.0536667,Nail Salon
6,Edge District,35.1597581,-90.0542605,Cannon Center For The Performing Arts,35.15048756,-90.05160491,Concert Hall
7,Edge District,35.1597581,-90.0542605,Terrace at the River Inn,35.16113639,-90.05506111,Bar
8,Edge District,35.1597581,-90.0542605,Ferraro's Pizzeria & Pub,35.15391692,-90.04889768,Pizza Place
9,Edge District,35.1597581,-90.0542605,Qahwa,35.1483731,-90.05168135,Coffee Shop
10,Edge District,35.1597581,-90.0542605,Alcenia's,35.15366544,-90.0495866,Southern / Soul Food Restaurant
11,Edge District,35.1597581,-90.0542605,Mississippi River Greenbelt Park,35.17338736,-90.05514622,Park
12,Edge District,35.1597581,-90.0542605,Court Square,35.1460403,-90.05190594,Park
13,Edge District,35.1597581,-90.0542605,Maciel's Tortas & Tacos,35.14400029,-90.05303825,Mexican Restaurant
14,Edge District,35.1597581,-90.0542605,Bardog Tavern,35.14441158,-90.05392078,Bar
15,Edge District,35.1597581,-90.0542605,Pyramid Wine and Spirits,35.15695059,-90.0470049,Liquor Store
16,Edge District,35.1597581,-90.0542605,Rachel's Salon & Day Spa,35.14570939,-90.05259684,Salon / Barbershop
17,Edge District,35.1597581,-90.0542605,Flight Restaurant and Wine Bar,35.14426004,-90.05329682,Tapas Restaurant
18,Edge District,35.1597581,-90.0542605,Westy's,35.1542,-90.04893,New American Restaurant
19,Edge District,35.1597581,-90.0542605,Uptown Office Cafe,35.16039192,-90.04510158,Deli / Bodega
20,Edge District,35.1597581,-90.0542605,Kay Kafe,35.15362759,-90.04221551,Food Court
21,Edge District,35.1597581,-90.0542605,Madison Hotel,35.145152,-90.05337,Hotel
22,Edge District,35.1597581,-90.0542605,AutoZone Park,35.14274839,-90.04988372,Baseball Stadium
23,Edge District,35.1597581,-90.0542605,The Brass Door,35.1446676,-90.05098472,Pub
24,Edge District,35.1597581,-90.0542605,The Peabody Hotel,35.14247474,-90.0520102,Hotel
25,Edge District,35.1597581,-90.0542605,Mud Island River Park,35.14941546,-90.05811667,Park
26,Edge District,35.1597581,-90.0542605,McEwen's,35.14403048,-90.05262051,American Restaurant
27,Edge District,35.1597581,-90.0542605,Flying Fish,35.14206387,-90.05273474,Seafood Restaurant
28,Edge District,35.1597581,-90.0542605,Cozy Corner,35.15524799,-90.03427262,BBQ Joint
29,Edge District,35.1597581,-90.0542605,Aldo's Pizza Pies,35.1423118,-90.05388144,Pizza Place
30,Edge District,35.1597581,-90.0542605,Lenny's Sub Shop,35.14653679,-90.05325028,Sandwich Place
31,Edge District,35.1597581,-90.0542605,Envision Memphis,35.14381528,-90.05149899,Gym / Fitness Center
32,Edge District,35.1597581,-90.0542605,The Majestic Grille,35.14117309,-90.05448901,American Restaurant
33,Edge District,35.1597581,-90.0542605,Tamp & Tap,35.14152488,-90.05317237,Café
34,Edge District,35.1597581,-90.0542605,Orpheum Theater,35.14030061,-90.05542945,Theater
35,Edge District,35.1597581,-90.0542605,Texas De Brazil,35.14176688,-90.05286627,Brazilian Restaurant
36,Edge District,35.1597581,-90.0542605,Slavehaven Underground Railroad Museum,35.16465269,-90.04319039,History Museum
37,Edge District,35.1597581,-90.0542605,The Little Tea Shop,35.14444313,-90.05405133,Southern / Soul Food Restaurant
38,Edge District,35.1597581,-90.0542605,Havana Mix,35.14031171,-90.05107794,Smoke Shop
39,Edge District,35.1597581,-90.0542605,Willie Moore's Family Restaurant,35.14794488,-90.05174048,Southern / Soul Food Restaurant
40,Edge District,35.1597581,-90.0542605,Havana's Pilón,35.14476392,-90.05126576,Cuban Restaurant
41,Edge District,35.1597581,-90.0542605,Charles Vergos' Rendezvous,35.143353,-90.051768,BBQ Joint
42,Edge District,35.1597581,-90.0542605,Blues City Cafe,35.14016911,-90.05346826,Bar
43,Edge District,35.1597581,-90.0542605,Huey's Restaurant,35.14293229,-90.05253944,Burger Joint
44,Edge District,35.1597581,-90.0542605,Kooky Canuck,35.14261,-90.05245,Burger Joint
45,Edge District,35.1597581,-90.0542605,Living Well Center,35.15530775,-90.03840741,Gym / Fitness Center
46,Edge District,35.1597581,-90.0542605,The Peabody Rooftop,35.14260505,-90.0519591,Roof Deck
47,Edge District,35.1597581,-90.0542605,Hampton Inn & Suites Memphis - Beale Street,35.14023033,-90.0521098,Hotel
48,Edge District,35.1597581,-90.0542605,Blue Plate Cafe,35.14552,-90.05217,Southern / Soul Food Restaurant
49,Edge District,35.1597581,-90.0542605,Bluefin,35.14152235,-90.05421359,Sushi Restaurant
50,Edge District,35.1597581,-90.0542605,Mr. Handy's Blues Hall,35.13964953,-90.05228564,Music Venue
51,Edge District,35.1597581,-90.0542605,Tennessee Welcome Center — I-40 EB,35.14907189,-90.05482815,Rest Area
52,Edge District,35.1597581,-90.0542605,Gus’s World Famous Hot & Spicy Fried Chicken,35.13830026,-90.05797581,Fried Chicken Joint
53,Edge District,35.1597581,-90.0542605,Peabody Corner Bar,35.14281554,-90.05220422,Bar
54,Edge District,35.1597581,-90.0542605,FedExForum,35.13848893,-90.05113993,Basketball Stadium
55,Edge District,35.1597581,-90.0542605,Fogelman YMCA,35.14400093,-90.04832524,Gym
56,Edge District,35.1597581,-90.0542605,Silly Goose,35.14105267,-90.05398542,Lounge
57,Edge District,35.1597581,-90.0542605,B.B. King's Blues Club,35.13993443,-90.05343427,Jazz Club
58,Edge District,35.1597581,-90.0542605,Paula & Raifords Disco,35.144806,-90.051564,Nightclub
59,Edge District,35.1597581,-90.0542605,World Famous Beale Street,35.13980491,-90.052713,Historic Site
60,Edge District,35.1597581,-90.0542605,Flying Saucer,35.14094328,-90.05328208,Beer Garden
61,Edge District,35.1597581,-90.0542605,Catherine and Mary's,35.13877527,-90.05566652,Italian Restaurant
62,Edge District,35.1597581,-90.0542605,Blind Bear,35.14187305,-90.05431985,Speakeasy
63,Edge District,35.1597581,-90.0542605,Handy Park,35.13973697,-90.05134047,Park
64,Edge District,35.1597581,-90.0542605,City Market Groceries & Deli,35.14321783,-90.05332443,Grocery Store
65,Edge District,35.1597581,-90.0542605,"Hotel Napoleon, an Ascend Hotel Collection Member",35.14422007,-90.05031824,Hotel
66,Edge District,35.1597581,-90.0542605,Felicia Suzanne's Restaurant,35.14478136,-90.05315584,New American Restaurant
67,Edge District,35.1597581,-90.0542605,High Cotton Brewing,35.14109573,-90.04108037,Brewery
68,Edge District,35.1597581,-90.0542605,Itta Bena,35.13977211,-90.05347057,American Restaurant
69,Edge District,35.1597581,-90.0542605,Mollie Fontaine's Lounge,35.14439742,-90.03803931,Bar
70,Edge District,35.1597581,-90.0542605,Statue of Elvis,35.13997944,-90.05427427,Sculpture Garden
71,Edge District,35.1597581,-90.0542605,Wet Willie's,35.13950991,-90.05121055,Cocktail Bar
72,Edge District,35.1597581,-90.0542605,Dyer's Burgers,35.13945905,-90.0514648,Burger Joint
73,Edge District,35.1597581,-90.0542605,Cafe Keough,35.14475157,-90.05297828,Coffee Shop
74,Edge District,35.1597581,-90.0542605,Chez Philippe,35.14248005,-90.05142043,French Restaurant
75,Edge District,35.1597581,-90.0542605,Rum Boogie Café,35.13961786,-90.05214094,Bar
76,Edge District,35.1597581,-90.0542605,Memphis Park,35.14673206,-90.05406727,Park
77,Edge District,35.1597581,-90.0542605,Local Gastropub,35.14265242,-90.05383759,Gastropub
78,Edge District,35.1597581,-90.0542605,Sunrise Memphis,35.14377372,-90.03825557,Breakfast Spot
79,Edge District,35.1597581,-90.0542605,The Gray Canary,35.13870035,-90.05802928,Restaurant
80,Edge District,35.1597581,-90.0542605,Peabody Lobby Bar,35.14258996,-90.05190454,Cocktail Bar
81,Edge District,35.1597581,-90.0542605,Cafe Pontotoc,35.13768395,-90.0565622,Tapas Restaurant
82,Edge District,35.1597581,-90.0542605,Belle Tavern,35.14244963,-90.05319349,Bar
83,Edge District,35.1597581,-90.0542605,The Westin Memphis Beale Street,35.13900434,-90.05274832,Hotel
84,Edge District,35.1597581,-90.0542605,Rock'n'Soul Museum,35.13899723,-90.05214069,History Museum
85,Edge District,35.1597581,-90.0542605,Residence Inn Downtown Memphis,35.14421585,-90.05288915,Hotel
86,Edge District,35.1597581,-90.0542605,Beale Street Landing,35.14054037,-90.05929291,Park
87,Edge District,35.1597581,-90.0542605,Halloran Center for Arts Education,35.13966646,-90.05536421,Theater
88,Edge District,35.1597581,-90.0542605,Jerry Lee Lewis Cafe & Honky Tonk,35.13948239,-90.05073269,Southern / Soul Food Restaurant
89,Edge District,35.1597581,-90.0542605,Gould's Salon Spa - Downtown,35.1431792,-90.05375567,Salon / Barbershop
90,Edge District,35.1597581,-90.0542605,Pearl's Oyster House,35.13804748,-90.0565509,Seafood Restaurant
91,Edge District,35.1597581,-90.0542605,Center for Southern Folklore,35.14174832,-90.0542205,Music Venue
92,Edge District,35.1597581,-90.0542605,New Daisy Theatre,35.13979348,-90.05006786,Rock Club
93,Edge District,35.1597581,-90.0542605,Tin Roof Memphis,35.13944749,-90.0510039,Bar
94,Edge District,35.1597581,-90.0542605,Lansky Lucky Duck Gifts,35.14266312,-90.05165387,Gift Shop
95,Edge District,35.1597581,-90.0542605,Silky O'Sullivan's,35.13945831,-90.05211498,Bar
96,Edge District,35.1597581,-90.0542605,Rumba Room,35.13787018,-90.05666205,Bar
97,Edge District,35.1597581,-90.0542605,Evelyn & Olive,35.14182822,-90.03985247,Caribbean Restaurant
98,Edge District,35.1597581,-90.0542605,Hard Rock Cafe Memphis,35.14016021,-90.05369867,Theme Restaurant
99,Edge District,35.1597581,-90.0542605,A. Schwab's Dry Goods Store,35.13972706,-90.05263613,Miscellaneous Shop
100,Harbor Town,35.1638987,-90.0534863,Little Cafe Eclectic,35.16089573,-90.05380511,Coffee Shop
101,Harbor Town,35.1638987,-90.0534863,Miss Cordelia's Grocery,35.16110818,-90.0537212,Grocery Store
102,Harbor Town,35.1638987,-90.0534863,The Lookout at the Pyramid,35.15601237,-90.05215287,American Restaurant
103,Harbor Town,35.1638987,-90.0534863,Bass Pro Shops At The Pyramid (Bass Pro Shops at the Pyramid),35.15600798,-90.05214751,Sporting Goods Shop
104,Harbor Town,35.1638987,-90.0534863,River Inn of Harbor Town,35.16114732,-90.0550289,Hotel
105,Harbor Town,35.1638987,-90.0534863,Mississippi River Greenbelt Park,35.17338736,-90.05514622,Park
106,Harbor Town,35.1638987,-90.0534863,NailBar & Co,35.16085858,-90.0536667,Nail Salon
107,Harbor Town,35.1638987,-90.0534863,Tug's,35.16092354,-90.05517667,American Restaurant
108,Harbor Town,35.1638987,-90.0534863,Terrace at the River Inn,35.16113639,-90.05506111,Bar
109,Harbor Town,35.1638987,-90.0534863,Cannon Center For The Performing Arts,35.15048756,-90.05160491,Concert Hall
110,Harbor Town,35.1638987,-90.0534863,Ferraro's Pizzeria & Pub,35.15391692,-90.04889768,Pizza Place
111,Harbor Town,35.1638987,-90.0534863,Alcenia's,35.15366544,-90.0495866,Southern / Soul Food Restaurant
112,Harbor Town,35.1638987,-90.0534863,Uptown Office Cafe,35.16039192,-90.04510158,Deli / Bodega
113,Harbor Town,35.1638987,-90.0534863,Qahwa,35.1483731,-90.05168135,Coffee Shop
114,Harbor Town,35.1638987,-90.0534863,Paulette's,35.16126966,-90.05518444,Eastern European Restaurant
115,Harbor Town,35.1638987,-90.0534863,Slavehaven Underground Railroad Museum,35.16465269,-90.04319039,History Museum
116,Harbor Town,35.1638987,-90.0534863,Pyramid Wine and Spirits,35.15695059,-90.0470049,Liquor Store
117,Harbor Town,35.1638987,-90.0534863,Court Square,35.1460403,-90.05190594,Park
118,Harbor Town,35.1638987,-90.0534863,Cozy Corner,35.15524799,-90.03427262,BBQ Joint
119,Harbor Town,35.1638987,-90.0534863,Kay Kafe,35.15362759,-90.04221551,Food Court
120,Harbor Town,35.1638987,-90.0534863,Maciel's Tortas & Tacos,35.14400029,-90.05303825,Mexican Restaurant
121,Harbor Town,35.1638987,-90.0534863,Bardog Tavern,35.14441158,-90.05392078,Bar
122,Harbor Town,35.1638987,-90.0534863,Westy's,35.1542,-90.04893,New American Restaurant
123,Harbor Town,35.1638987,-90.0534863,Rachel's Salon & Day Spa,35.14570939,-90.05259684,Salon / Barbershop
124,Harbor Town,35.1638987,-90.0534863,Mud Island Amphitheatre,35.14785361,-90.05882948,Concert Hall
125,Harbor Town,35.1638987,-90.0534863,Flight Restaurant and Wine Bar,35.14426004,-90.05329682,Tapas Restaurant
126,Harbor Town,35.1638987,-90.0534863,Madison Hotel,35.145152,-90.05337,Hotel
127,Harbor Town,35.1638987,-90.0534863,AutoZone Park,35.14274839,-90.04988372,Baseball Stadium
128,Harbor Town,35.1638987,-90.0534863,The Brass Door,35.1446676,-90.05098472,Pub
129,Harbor Town,35.1638987,-90.0534863,The Peabody Hotel,35.14247474,-90.0520102,Hotel
130,Harbor Town,35.1638987,-90.0534863,Mud Island River Park,35.14941546,-90.05811667,Park
131,Harbor Town,35.1638987,-90.0534863,McEwen's,35.14403048,-90.05262051,American Restaurant
132,Harbor Town,35.1638987,-90.0534863,Living Well Center,35.15530775,-90.03840741,Gym / Fitness Center
133,Harbor Town,35.1638987,-90.0534863,Flying Fish,35.14206387,-90.05273474,Seafood Restaurant
134,Harbor Town,35.1638987,-90.0534863,Aldo's Pizza Pies,35.1423118,-90.05388144,Pizza Place
135,Harbor Town,35.1638987,-90.0534863,Lenny's Sub Shop,35.14653679,-90.05325028,Sandwich Place
136,Harbor Town,35.1638987,-90.0534863,Envision Memphis,35.14381528,-90.05149899,Gym / Fitness Center
137,Harbor Town,35.1638987,-90.0534863,Tamp & Tap,35.14152488,-90.05317237,Café
138,Harbor Town,35.1638987,-90.0534863,Roxie's Grocery,35.15830267,-90.04456971,Burger Joint
139,Harbor Town,35.1638987,-90.0534863,Texas De Brazil,35.14176688,-90.05286627,Brazilian Restaurant
140,Harbor Town,35.1638987,-90.0534863,The Little Tea Shop,35.14444313,-90.05405133,Southern / Soul Food Restaurant
141,Harbor Town,35.1638987,-90.0534863,Willie Moore's Family Restaurant,35.14794488,-90.05174048,Southern / Soul Food Restaurant
142,Harbor Town,35.1638987,-90.0534863,Havana's Pilón,35.14476392,-90.05126576,Cuban Restaurant
143,Harbor Town,35.1638987,-90.0534863,Charles Vergos' Rendezvous,35.143353,-90.051768,BBQ Joint
144,Harbor Town,35.1638987,-90.0534863,Huey's Restaurant,35.14293229,-90.05253944,Burger Joint
145,Harbor Town,35.1638987,-90.0534863,Kooky Canuck,35.14261,-90.05245,Burger Joint
146,Harbor Town,35.1638987,-90.0534863,The Peabody Rooftop,35.14260505,-90.0519591,Roof Deck
147,Harbor Town,35.1638987,-90.0534863,Blue Plate Cafe,35.14552,-90.05217,Southern / Soul Food Restaurant
148,Harbor Town,35.1638987,-90.0534863,Bluefin,35.14152235,-90.05421359,Sushi Restaurant
149,Harbor Town,35.1638987,-90.0534863,Tennessee Welcome Center — I-40 EB,35.14907189,-90.05482815,Rest Area
150,Harbor Town,35.1638987,-90.0534863,Fogelman YMCA,35.14400093,-90.04832524,Gym
151,Harbor Town,35.1638987,-90.0534863,Balinese Ballroom,35.15367857,-90.04907519,Event Space
152,Harbor Town,35.1638987,-90.0534863,Peabody Corner Bar,35.14281554,-90.05220422,Bar
153,Harbor Town,35.1638987,-90.0534863,Paula & Raifords Disco,35.144806,-90.051564,Nightclub
154,Harbor Town,35.1638987,-90.0534863,Blind Bear,35.14187305,-90.05431985,Speakeasy
155,Harbor Town,35.1638987,-90.0534863,City Market Groceries & Deli,35.14321783,-90.05332443,Grocery Store
156,Harbor Town,35.1638987,-90.0534863,"Hotel Napoleon, an Ascend Hotel Collection Member",35.14422007,-90.05031824,Hotel
157,Harbor Town,35.1638987,-90.0534863,Felicia Suzanne's Restaurant,35.14478136,-90.05315584,New American Restaurant
158,Harbor Town,35.1638987,-90.0534863,Cafe Keough,35.14475157,-90.05297828,Coffee Shop
159,Harbor Town,35.1638987,-90.0534863,Chez Philippe,35.14248005,-90.05142043,French Restaurant
160,Harbor Town,35.1638987,-90.0534863,Memphis Park,35.14673206,-90.05406727,Park
161,Harbor Town,35.1638987,-90.0534863,Local Gastropub,35.14265242,-90.05383759,Gastropub
162,Harbor Town,35.1638987,-90.0534863,Peabody Lobby Bar,35.14258996,-90.05190454,Cocktail Bar
163,Harbor Town,35.1638987,-90.0534863,Monorail Bridge At Mud Island,35.14890784,-90.05313706,Trail
164,Harbor Town,35.1638987,-90.0534863,Belle Tavern,35.14244963,-90.05319349,Bar
165,Harbor Town,35.1638987,-90.0534863,Residence Inn Downtown Memphis,35.14421585,-90.05288915,Hotel
166,Harbor Town,35.1638987,-90.0534863,Sheraton Memphis Downtown,35.1514632,-90.0498783,Hotel
167,Harbor Town,35.1638987,-90.0534863,Gould's Salon Spa - Downtown,35.1431792,-90.05375567,Salon / Barbershop
168,Harbor Town,35.1638987,-90.0534863,Center for Southern Folklore,35.14174832,-90.0542205,Music Venue
169,Harbor Town,35.1638987,-90.0534863,Lansky Lucky Duck Gifts,35.14266312,-90.05165387,Gift Shop
170,Harbor Town,35.1638987,-90.0534863,Automatic Slim's Tonga Club,35.14266943,-90.0525552,American Restaurant
171,Harbor Town,35.1638987,-90.0534863,Yao's China Bistro,35.14207356,-90.05416331,Chinese Restaurant
172,Harbor Town,35.1638987,-90.0534863,Subway,35.14871189,-90.04432274,Sandwich Place
173,Harbor Town,35.1638987,-90.0534863,Brinsons,35.1429258,-90.04524271,Karaoke Bar
174,Harbor Town,35.1638987,-90.0534863,Jack Pirtle's Famous Fried Chicken,35.16560329,-90.0364102,Fried Chicken Joint
175,Harbor Town,35.1638987,-90.0534863,Starbucks,35.155599,-90.04528,Coffee Shop
176,Harbor Town,35.1638987,-90.0534863,Crowne Plaza Memphis Downtown,35.15214381,-90.0480081,Hotel
177,Harbor Town,35.1638987,-90.0534863,C C Blues Club,35.18066423,-90.03557223,Bar
178,Harbor Town,35.1638987,-90.0534863,Hertz Rent a Car,35.15130147,-90.05127243,Rental Car Location
179,Harbor Town,35.1638987,-90.0534863,Mississippi River Museum,35.14911467,-90.05471478,Museum
180,Harbor Town,35.1638987,-90.0534863,Family Dollar,35.1641379,-90.03698059,Discount Store
181,Harbor Town,35.1638987,-90.0534863,Subway,35.15708652,-90.04770072,Sandwich Place
182,Harbor Town,35.1638987,-90.0534863,Uncle Buck's Fish Bowl & Grill,35.15599846,-90.05205976,Theme Restaurant
183,Harbor Town,35.1638987,-90.0534863,Shell,35.15724384,-90.04771071,Gas Station
184,Harbor Town,35.1638987,-90.0534863,KFC,35.14852361,-90.04294091,Fried Chicken Joint
185,Harbor Town,35.1638987,-90.0534863,Wendy's,35.147041,-90.044381,Fast Food Restaurant
186,Harbor Town,35.1638987,-90.0534863,Riverset Pool,35.17295042,-90.05365903,Pool
187,Harbor Town,35.1638987,-90.0534863,Overton Station-Main Street Trolley,35.1548921,-90.0488739,Light Rail Station
188,Harbor Town,35.1638987,-90.0534863,Comeback Coffee,35.154688,-90.048998,Coffee Shop
189,Harbor Town,35.1638987,-90.0534863,BP,35.14860818,-90.04409736,Gas Station
190,Harbor Town,35.1638987,-90.0534863,Mud Island River Pyramid,35.15311078,-90.0579753,Concert Hall
191,Harbor Town,35.1638987,-90.0534863,Washington Park,35.17196356,-90.04321321,Basketball Court
192,Harbor Town,35.1638987,-90.0534863,Memphis Yacht Club,35.14991024,-90.05676226,Harbor / Marina
193,Harbor Town,35.1638987,-90.0534863,Mississippi River,35.15275798,-90.06443202,River
194,Harbor Town,35.1638987,-90.0534863,Mud Island Boat Ramp,35.17990475,-90.05687627,Harbor / Marina
195,Harbor Town,35.1638987,-90.0534863,Arkansas/Tennessee State Line,35.15318781,-90.06868601,Border Crossing
196,Harbor Town,35.1638987,-90.0534863,Mississippi River,35.15275798,-90.07003784,River
197,Harbor Town,35.1638987,-90.0534863,Confluence Park - Wolf River Greenway,35.181584,-90.056092,Trail
198,Harbor Town,35.1638987,-90.0534863,Dragon Boat Races,35.14632148,-90.05752839,Harbor / Marina
199,Harbor Town,35.1638987,-90.0534863,A Moveable Feast/Hog Wild Catering Company,35.17654934,-90.03454242,American Restaurant
200,Linden,35.1348178,-90.0272932,New Lin's Garden,35.13704215,-90.0285529,Chinese Restaurant
201,Linden,35.1348178,-90.0272932,Bhan Thai,35.13288824,-90.01737584,Thai Restaurant
202,Linden,35.1348178,-90.0272932,Sun Studio,35.13916838,-90.03772959,Museum
203,Linden,35.1348178,-90.0272932,Church Health Center Wellness,35.13667605,-90.0257152,Gym
204,Linden,35.1348178,-90.0272932,The Cupboard,35.13676747,-90.01534922,Southern / Soul Food Restaurant
205,Linden,35.1348178,-90.0272932,Trolley Stop Market,35.14125481,-90.03749746,Vegetarian / Vegan Restaurant
206,Linden,35.1348178,-90.0272932,Los Comales,35.13905,-90.017166,Mexican Restaurant
207,Linden,35.1348178,-90.0272932,High Cotton Brewing,35.14109573,-90.04108037,Brewery
208,Linden,35.1348178,-90.0272932,Pumping Station,35.14385618,-90.01430809,Gay Bar
209,Linden,35.1348178,-90.0272932,Mollie Fontaine's Lounge,35.14439742,-90.03803931,Bar
210,Linden,35.1348178,-90.0272932,Sunrise Memphis,35.14377372,-90.03825557,Breakfast Spot
211,Linden,35.1348178,-90.0272932,Dru's Place,35.13857954,-90.01205267,Karaoke Bar
212,Linden,35.1348178,-90.0272932,Minglewood Hall,35.13798624,-90.00955996,Music Venue
213,Linden,35.1348178,-90.0272932,Little Italy Pizza,35.1362512,-90.01178432,Pizza Place
214,Linden,35.1348178,-90.0272932,Lenny's Sub Shop,35.14220804,-90.02749685,Sandwich Place
215,Linden,35.1348178,-90.0272932,Pho Binh,35.13808718,-90.00756602,Vietnamese Restaurant
216,Linden,35.1348178,-90.0272932,Popeyes Louisiana Kitchen,35.13691946,-90.01589539,Fried Chicken Joint
217,Linden,35.1348178,-90.0272932,Mot & Eds,35.13905864,-90.01600671,American Restaurant
218,Linden,35.1348178,-90.0272932,Evelyn & Olive,35.14182822,-90.03985247,Caribbean Restaurant
219,Linden,35.1348178,-90.0272932,The Bubble Bistro,35.15030687,-90.01332115,Cosmetics Shop
220,Linden,35.1348178,-90.0272932,Art Center,35.135898,-90.006787,Arts & Crafts Store
221,Linden,35.1348178,-90.0272932,Kimbrough Wines & Spirits,35.13632489,-90.01205592,Food & Drink Shop
222,Linden,35.1348178,-90.0272932,FedExForum,35.13848893,-90.05113993,Basketball Stadium
223,Linden,35.1348178,-90.0272932,Lunchbox Eats,35.13650046,-90.04965054,American Restaurant
224,Linden,35.1348178,-90.0272932,Stax Museum of American Soul Music,35.115622,-90.03167198,Museum
225,Linden,35.1348178,-90.0272932,Casablanca,35.13800258,-90.00442732,Middle Eastern Restaurant
226,Linden,35.1348178,-90.0272932,AutoZone Park,35.14274839,-90.04988372,Baseball Stadium
227,Linden,35.1348178,-90.0272932,Havana Mix,35.14031171,-90.05107794,Smoke Shop
228,Linden,35.1348178,-90.0272932,Sekisui,35.13708204,-90.00527869,Japanese Restaurant
229,Linden,35.1348178,-90.0272932,French Truck Coffee,35.15176001,-90.01383147,Coffee Shop
230,Linden,35.1348178,-90.0272932,Joe's Wine and Liquor,35.14282637,-90.00472611,Liquor Store
231,Linden,35.1348178,-90.0272932,El Mezcal (Union),35.13661348,-90.01163835,Mexican Restaurant
232,Linden,35.1348178,-90.0272932,Firehouse Subs,35.135803,-90.009308,Sandwich Place
233,Linden,35.1348178,-90.0272932,Planet Fitness,35.1424639,-90.0065132,Gym / Fitness Center
234,Linden,35.1348178,-90.0272932,Crosstown Concourse,35.151839,-90.013432,Building
235,Linden,35.1348178,-90.0272932,Phuong Long,35.14733018,-90.01444949,Vietnamese Restaurant
236,Linden,35.1348178,-90.0272932,The Peabody Hotel,35.14247474,-90.0520102,Hotel
237,Linden,35.1348178,-90.0272932,Crosstown Brewing,35.15205992,-90.01710981,Brewery
238,Linden,35.1348178,-90.0272932,Crosstown Arts,35.151981,-90.013372,Indie Theater
239,Linden,35.1348178,-90.0272932,Mr. Handy's Blues Hall,35.13964953,-90.05228564,Music Venue
240,Linden,35.1348178,-90.0272932,Handy Park,35.13973697,-90.05134047,Park
241,Linden,35.1348178,-90.0272932,Flying Fish,35.14206387,-90.05273474,Seafood Restaurant
242,Linden,35.1348178,-90.0272932,Hampton Inn & Suites Memphis - Beale Street,35.14023033,-90.0521098,Hotel
243,Linden,35.1348178,-90.0272932,Cozy Corner,35.15524799,-90.03427262,BBQ Joint
244,Linden,35.1348178,-90.0272932,Blues City Cafe,35.14016911,-90.05346826,Bar
245,Linden,35.1348178,-90.0272932,Wet Willie's,35.13950991,-90.05121055,Cocktail Bar
246,Linden,35.1348178,-90.0272932,Tamp & Tap,35.14152488,-90.05317237,Café
247,Linden,35.1348178,-90.0272932,Dyer's Burgers,35.13945905,-90.0514648,Burger Joint
248,Linden,35.1348178,-90.0272932,Midtown Crossing Grill,35.14938254,-90.01308219,Pizza Place
249,Linden,35.1348178,-90.0272932,World Famous Beale Street,35.13980491,-90.052713,Historic Site
250,Linden,35.1348178,-90.0272932,Texas De Brazil,35.14176688,-90.05286627,Brazilian Restaurant
251,Linden,35.1348178,-90.0272932,Four Way Grill,35.11968804,-90.03877772,Southern / Soul Food Restaurant
252,Linden,35.1348178,-90.0272932,India Palace,35.14315393,-90.00313979,Indian Restaurant
253,Linden,35.1348178,-90.0272932,Red Fish Sushi Asian Bistro,35.136436,-90.01382,Sushi Restaurant
254,Linden,35.1348178,-90.0272932,B.B. King's Blues Club,35.13993443,-90.05343427,Jazz Club
255,Linden,35.1348178,-90.0272932,The Brass Door,35.1446676,-90.05098472,Pub
256,Linden,35.1348178,-90.0272932,Rum Boogie Café,35.13961786,-90.05214094,Bar
257,Linden,35.1348178,-90.0272932,Envision Memphis,35.14381528,-90.05149899,Gym / Fitness Center
258,Linden,35.1348178,-90.0272932,Fogelman YMCA,35.14400093,-90.04832524,Gym
259,Linden,35.1348178,-90.0272932,The Bar-B-Q Shop,35.137923,-90.001672,BBQ Joint
260,Linden,35.1348178,-90.0272932,Itta Bena,35.13977211,-90.05347057,American Restaurant
261,Linden,35.1348178,-90.0272932,Jerry Lee Lewis Cafe & Honky Tonk,35.13948239,-90.05073269,Southern / Soul Food Restaurant
262,Linden,35.1348178,-90.0272932,Baskin-Robbins,35.13657028,-90.00560667,Ice Cream Shop
263,Linden,35.1348178,-90.0272932,Al-Rayan,35.14689328,-90.01441463,Middle Eastern Restaurant
264,Linden,35.1348178,-90.0272932,Flying Saucer,35.14094328,-90.05328208,Beer Garden
265,Linden,35.1348178,-90.0272932,Farm Burger,35.15233283,-90.01335342,Burger Joint
266,Linden,35.1348178,-90.0272932,The Peabody Rooftop,35.14260505,-90.0519591,Roof Deck
267,Linden,35.1348178,-90.0272932,Rock'n'Soul Museum,35.13899723,-90.05214069,History Museum
268,Linden,35.1348178,-90.0272932,Oasis Liquid (Hookah Lounge),35.13812255,-90.00959555,Hookah Bar
269,Linden,35.1348178,-90.0272932,Kooky Canuck,35.14261,-90.05245,Burger Joint
