Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,
0,Edge District,35.159758,-90.05426,Little Cafe Eclectic,35.160896,-90.053805,Coffee Shop
1,Edge District,35.159758,-90.05426,Miss Cordelia's Grocery,35.161108,-90.053721,Grocery Store
2,Edge District,35.159758,-90.05426,The Lookout at the Pyramid,35.156012,-90.052153,American Restaurant
3,Edge District,35.159758,-90.05426,Bass Pro Shops At The Pyramid (Bass Pro Shops ...,35.156008,-90.052148,Sporting Goods Shop
4,Edge District,35.159758,-90.05426,Tug's,35.160924,-90.055177,American Restaurant
5,Edge District,35.159758,-90.05426,NailBar & Co,35.160859,-90.053667,Nail Salon
6,Edge District,35.159758,-90.05426,Cannon Center For The Performing Arts,35.150488,-90.051605,Concert Hall
7,Edge District,35.159758,-90.05426,Terrace at the River Inn,35.161136,-90.055061,Bar
8,Edge District,35.159758,-90.05426,Ferraro's Pizzeria & Pub,35.153917,-90.048898,Pizza Place
9,Edge District,35.159758,-90.05426,Qahwa,35.148373,-90.051681,Coffee Shop
10,Edge District,35.159758,-90.05426,Alcenia's,35.153665,-90.049587,Southern / Soul Food Restaurant
11,Edge District,35.159758,-90.05426,Mississippi River Greenbelt Park,35.173387,-90.055146,Park
12,Edge District,35.159758,-90.05426,Court Square,35.14604,-90.051906,Park
13,Edge District,35.159758,-90.05426,Maciel's Tortas & Tacos,35.144,-90.053038,Mexican Restaurant
14,Edge District,35.159758,-90.05426,Bardog Tavern,35.144412,-90.053921,Bar
15,Edge District,35.159758,-90.05426,Pyramid Wine and Spirits,35.156951,-90.047005,Liquor Store
16,Edge District,35.159758,-90.05426,Rachel's Salon & Day Spa,35.145709,-90.052597,Salon / Barbershop
17,Edge District,35.159758,-90.05426,Flight Restaurant and Wine Bar,35.14426,-90.053297,Tapas Restaurant
18,Edge District,35.159758,-90.05426,Westy's,35.1542,-90.04893,New American Restaurant
19,Edge District,35.159758,-90.05426,Uptown Office Cafe,35.160392,-90.045102,Deli / Bodega
20,Edge District,35.159758,-90.05426,Kay Kafe,35.153628,-90.042216,Food Court
21,Edge District,35.159758,-90.05426,Madison Hotel,35.145152,-90.05337,Hotel
22,Edge District,35.159758,-90.05426,AutoZone Park,35.142748,-90.049884,Baseball Stadium
23,Edge District,35.159758,-90.05426,The Brass Door,35.144668,-90.050985,Pub
24,Edge District,35.159758,-90.05426,The Peabody Hotel,35.142475,-90.05201,Hotel
25,Edge District,35.159758,-90.05426,Mud Island River Park,35.149415,-90.058117,Park
26,Edge District,35.159758,-90.05426,McEwen's,35.14403,-90.052621,American Restaurant
27,Edge District,35.159758,-90.05426,Flying Fish,35.142064,-90.052735,Seafood Restaurant
28,Edge District,35.159758,-90.05426,Cozy Corner,35.155248,-90.034273,BBQ Joint
29,Edge District,35.159758,-90.05426,Aldo's Pizza Pies,35.142312,-90.053881,Pizza Place
30,Edge District,35.159758,-90.05426,Lenny's Sub Shop,35.146537,-90.05325,Sandwich Place
31,Edge District,35.159758,-90.05426,Envision Memphis,35.143815,-90.051499,Gym / Fitness Center
32,Edge District,35.159758,-90.05426,The Majestic Grille,35.141173,-90.054489,American Restaurant
33,Edge District,35.159758,-90.05426,Tamp & Tap,35.141525,-90.053172,Café
34,Edge District,35.159758,-90.05426,Orpheum Theater,35.140301,-90.055429,Theater
35,Edge District,35.159758,-90.05426,Texas De Brazil,35.141767,-90.052866,Brazilian Restaurant
36,Edge District,35.159758,-90.05426,Slavehaven Underground Railroad Museum,35.164653,-90.04319,History Museum
37,Edge District,35.159758,-90.05426,The Little Tea Shop,35.144443,-90.054051,Southern / Soul Food Restaurant
38,Edge District,35.159758,-90.05426,Havana Mix,35.140312,-90.051078,Smoke Shop
39,Edge District,35.159758,-90.05426,Willie Moore's Family Restaurant,35.147945,-90.05174,Southern / Soul Food Restaurant
40,Edge District,35.159758,-90.05426,Havana's Pilón,35.144764,-90.051266,Cuban Restaurant
41,Edge District,35.159758,-90.05426,Charles Vergos' Rendezvous,35.143353,-90.051768,BBQ Joint
42,Edge District,35.159758,-90.05426,Blues City Cafe,35.140169,-90.053468,Bar
43,Edge District,35.159758,-90.05426,Huey's Restaurant,35.142932,-90.052539,Burger Joint
44,Edge District,35.159758,-90.05426,Kooky Canuck,35.14261,-90.05245,Burger Joint
45,Edge District,35.159758,-90.05426,Living Well Center,35.155308,-90.038407,Gym / Fitness Center
46,Edge District,35.159758,-90.05426,The Peabody Rooftop,35.142605,-90.051959,Roof Deck
47,Edge District,35.159758,-90.05426,Hampton Inn & Suites Memphis - Beale Street,35.14023,-90.05211,Hotel
48,Edge District,35.159758,-90.05426,Blue Plate Cafe,35.14552,-90.05217,Southern / Soul Food Restaurant
49,Edge District,35.159758,-90.05426,Bluefin,35.141522,-90.054214,Sushi Restaurant
50,Edge District,35.159758,-90.05426,Mr. Handy's Blues Hall,35.13965,-90.052286,Music Venue
51,Edge District,35.159758,-90.05426,Tennessee Welcome Center — I-40 EB,35.149072,-90.054828,Rest Area
52,Edge District,35.159758,-90.05426,Gus’s World Famous Hot & Spicy Fried Chicken,35.1383,-90.057976,Fried Chicken Joint
53,Edge District,35.159758,-90.05426,Peabody Corner Bar,35.142816,-90.052204,Bar
54,Edge District,35.159758,-90.05426,FedExForum,35.138489,-90.05114,Basketball Stadium
55,Edge District,35.159758,-90.05426,Fogelman YMCA,35.144001,-90.048325,Gym
56,Edge District,35.159758,-90.05426,Silly Goose,35.141053,-90.053985,Lounge
57,Edge District,35.159758,-90.05426,B.B. King's Blues Club,35.139934,-90.053434,Jazz Club
58,Edge District,35.159758,-90.05426,Paula & Raifords Disco,35.144806,-90.051564,Nightclub
59,Edge District,35.159758,-90.05426,World Famous Beale Street,35.139805,-90.052713,Historic Site
60,Edge District,35.159758,-90.05426,Flying Saucer,35.140943,-90.053282,Beer Garden
61,Edge District,35.159758,-90.05426,Catherine and Mary's,35.138775,-90.055667,Italian Restaurant
62,Edge District,35.159758,-90.05426,Blind Bear,35.141873,-90.05432,Speakeasy
63,Edge District,35.159758,-90.05426,Handy Park,35.139737,-90.05134,Park
64,Edge District,35.159758,-90.05426,City Market Groceries & Deli,35.143218,-90.053324,Grocery Store
65,Edge District,35.159758,-90.05426,"Hotel Napoleon, an Ascend Hotel Collection Member",35.14422,-90.050318,Hotel
66,Edge District,35.159758,-90.05426,Felicia Suzanne's Restaurant,35.144781,-90.053156,New American Restaurant
67,Edge District,35.159758,-90.05426,High Cotton Brewing,35.141096,-90.04108,Brewery
68,Edge District,35.159758,-90.05426,Itta Bena,35.139772,-90.053471,American Restaurant
69,Edge District,35.159758,-90.05426,Mollie Fontaine's Lounge,35.144397,-90.038039,Bar
70,Edge District,35.159758,-90.05426,Statue of Elvis,35.139979,-90.054274,Sculpture Garden
71,Edge District,35.159758,-90.05426,Wet Willie's,35.13951,-90.051211,Cocktail Bar
72,Edge District,35.159758,-90.05426,Dyer's Burgers,35.139459,-90.051465,Burger Joint
73,Edge District,35.159758,-90.05426,Cafe Keough,35.144752,-90.052978,Coffee Shop
74,Edge District,35.159758,-90.05426,Chez Philippe,35.14248,-90.05142,French Restaurant
75,Edge District,35.159758,-90.05426,Rum Boogie Café,35.139618,-90.052141,Bar
76,Edge District,35.159758,-90.05426,Memphis Park,35.146732,-90.054067,Park
77,Edge District,35.159758,-90.05426,Local Gastropub,35.142652,-90.053838,Gastropub
78,Edge District,35.159758,-90.05426,Sunrise Memphis,35.143774,-90.038256,Breakfast Spot
79,Edge District,35.159758,-90.05426,The Gray Canary,35.1387,-90.058029,Restaurant
80,Edge District,35.159758,-90.05426,Peabody Lobby Bar,35.14259,-90.051905,Cocktail Bar
81,Edge District,35.159758,-90.05426,Cafe Pontotoc,35.137684,-90.056562,Tapas Restaurant
82,Edge District,35.159758,-90.05426,Belle Tavern,35.14245,-90.053193,Bar
83,Edge District,35.159758,-90.05426,The Westin Memphis Beale Street,35.139004,-90.052748,Hotel
84,Edge District,35.159758,-90.05426,Rock'n'Soul Museum,35.138997,-90.052141,History Museum
85,Edge District,35.159758,-90.05426,Residence Inn Downtown Memphis,35.144216,-90.052889,Hotel
86,Edge District,35.159758,-90.05426,Beale Street Landing,35.14054,-90.059293,Park
87,Edge District,35.159758,-90.05426,Halloran Center for Arts Education,35.139666,-90.055364,Theater
88,Edge District,35.159758,-90.05426,Jerry Lee Lewis Cafe & Honky Tonk,35.139482,-90.050733,Southern / Soul Food Restaurant
89,Edge District,35.159758,-90.05426,Gould's Salon Spa - Downtown,35.143179,-90.053756,Salon / Barbershop
90,Edge District,35.159758,-90.05426,Pearl's Oyster House,35.138047,-90.056551,Seafood Restaurant
91,Edge District,35.159758,-90.05426,Center for Southern Folklore,35.141748,-90.054221,Music Venue
92,Edge District,35.159758,-90.05426,New Daisy Theatre,35.139793,-90.050068,Rock Club
93,Edge District,35.159758,-90.05426,Tin Roof Memphis,35.139447,-90.051004,Bar
94,Edge District,35.159758,-90.05426,Lansky Lucky Duck Gifts,35.142663,-90.051654,Gift Shop
95,Edge District,35.159758,-90.05426,Silky O'Sullivan's,35.139458,-90.052115,Bar
96,Edge District,35.159758,-90.05426,Rumba Room,35.13787,-90.056662,Bar
97,Edge District,35.159758,-90.05426,Evelyn & Olive,35.141828,-90.039852,Caribbean Restaurant
98,Edge District,35.159758,-90.05426,Hard Rock Cafe Memphis,35.14016,-90.053699,Theme Restaurant
99,Edge District,35.159758,-90.05426,A. Schwab's Dry Goods Store,35.139727,-90.052636,Miscellaneous Shop
100,Harbor Town,35.163899,-90.053486,Little Cafe Eclectic,35.160896,-90.053805,Coffee Shop
101,Harbor Town,35.163899,-90.053486,Miss Cordelia's Grocery,35.161108,-90.053721,Grocery Store
102,Harbor Town,35.163899,-90.053486,The Lookout at the Pyramid,35.156012,-90.052153,American Restaurant
103,Harbor Town,35.163899,-90.053486,Bass Pro Shops At The Pyramid (Bass Pro Shops ...,35.156008,-90.052148,Sporting Goods Shop
104,Harbor Town,35.163899,-90.053486,River Inn of Harbor Town,35.161147,-90.055029,Hotel
105,Harbor Town,35.163899,-90.053486,Mississippi River Greenbelt Park,35.173387,-90.055146,Park
106,Harbor Town,35.163899,-90.053486,NailBar & Co,35.160859,-90.053667,Nail Salon
107,Harbor Town,35.163899,-90.053486,Tug's,35.160924,-90.055177,American Restaurant
108,Harbor Town,35.163899,-90.053486,Terrace at the River Inn,35.161136,-90.055061,Bar
109,Harbor Town,35.163899,-90.053486,Cannon Center For The Performing Arts,35.150488,-90.051605,Concert Hall
110,Harbor Town,35.163899,-90.053486,Ferraro's Pizzeria & Pub,35.153917,-90.048898,Pizza Place
111,Harbor Town,35.163899,-90.053486,Alcenia's,35.153665,-90.049587,Southern / Soul Food Restaurant
112,Harbor Town,35.163899,-90.053486,Uptown Office Cafe,35.160392,-90.045102,Deli / Bodega
113,Harbor Town,35.163899,-90.053486,Qahwa,35.148373,-90.051681,Coffee Shop
114,Harbor Town,35.163899,-90.053486,Paulette's,35.16127,-90.055184,Eastern European Restaurant
115,Harbor Town,35.163899,-90.053486,Slavehaven Underground Railroad Museum,35.164653,-90.04319,History Museum
116,Harbor Town,35.163899,-90.053486,Pyramid Wine and Spirits,35.156951,-90.047005,Liquor Store
117,Harbor Town,35.163899,-90.053486,Court Square,35.14604,-90.051906,Park
118,Harbor Town,35.163899,-90.053486,Cozy Corner,35.155248,-90.034273,BBQ Joint
119,Harbor Town,35.163899,-90.053486,Kay Kafe,35.153628,-90.042216,Food Court
120,Harbor Town,35.163899,-90.053486,Maciel's Tortas & Tacos,35.144,-90.053038,Mexican Restaurant
121,Harbor Town,35.163899,-90.053486,Bardog Tavern,35.144412,-90.053921,Bar
122,Harbor Town,35.163899,-90.053486,Westy's,35.1542,-90.04893,New American Restaurant
123,Harbor Town,35.163899,-90.053486,Rachel's Salon & Day Spa,35.145709,-90.052597,Salon / Barbershop
124,Harbor Town,35.163899,-90.053486,Mud Island Amphitheatre,35.147854,-90.058829,Concert Hall
125,Harbor Town,35.163899,-90.053486,Flight Restaurant and Wine Bar,35.14426,-90.053297,Tapas Restaurant
126,Harbor Town,35.163899,-90.053486,Madison Hotel,35.145152,-90.05337,Hotel
127,Harbor Town,35.163899,-90.053486,AutoZone Park,35.142748,-90.049884,Baseball Stadium
128,Harbor Town,35.163899,-90.053486,The Brass Door,35.144668,-90.050985,Pub
129,Harbor Town,35.163899,-90.053486,The Peabody Hotel,35.142475,-90.05201,Hotel
130,Harbor Town,35.163899,-90.053486,Mud Island River Park,35.149415,-90.058117,Park
131,Harbor Town,35.163899,-90.053486,McEwen's,35.14403,-90.052621,American Restaurant
132,Harbor Town,35.163899,-90.053486,Living Well Center,35.155308,-90.038407,Gym / Fitness Center
133,Harbor Town,35.163899,-90.053486,Flying Fish,35.142064,-90.052735,Seafood Restaurant
134,Harbor Town,35.163899,-90.053486,Aldo's Pizza Pies,35.142312,-90.053881,Pizza Place
135,Harbor Town,35.163899,-90.053486,Lenny's Sub Shop,35.146537,-90.05325,Sandwich Place
136,Harbor Town,35.163899,-90.053486,Envision Memphis,35.143815,-90.051499,Gym / Fitness Center
137,Harbor Town,35.163899,-90.053486,Tamp & Tap,35.141525,-90.053172,Café
138,Harbor Town,35.163899,-90.053486,Roxie's Grocery,35.158303,-90.04457,Burger Joint
139,Harbor Town,35.163899,-90.053486,Texas De Brazil,35.141767,-90.052866,Brazilian Restaurant
140,Harbor Town,35.163899,-90.053486,The Little Tea Shop,35.144443,-90.054051,Southern / Soul Food Restaurant
141,Harbor Town,35.163899,-90.053486,Willie Moore's Family Restaurant,35.147945,-90.05174,Southern / Soul Food Restaurant
142,Harbor Town,35.163899,-90.053486,Havana's Pilón,35.144764,-90.051266,Cuban Restaurant
143,Harbor Town,35.163899,-90.053486,Charles Vergos' Rendezvous,35.143353,-90.051768,BBQ Joint
144,Harbor Town,35.163899,-90.053486,Huey's Restaurant,35.142932,-90.052539,Burger Joint
145,Harbor Town,35.163899,-90.053486,Kooky Canuck,35.14261,-90.05245,Burger Joint
146,Harbor Town,35.163899,-90.053486,The Peabody Rooftop,35.142605,-90.051959,Roof Deck
147,Harbor Town,35.163899,-90.053486,Blue Plate Cafe,35.14552,-90.05217,Southern / Soul Food Restaurant
148,Harbor Town,35.163899,-90.053486,Bluefin,35.141522,-90.054214,Sushi Restaurant
149,Harbor Town,35.163899,-90.053486,Tennessee Welcome Center — I-40 EB,35.149072,-90.054828,Rest Area
150,Harbor Town,35.163899,-90.053486,Fogelman YMCA,35.144001,-90.048325,Gym
151,Harbor Town,35.163899,-90.053486,Balinese Ballroom,35.153679,-90.049075,Event Space
152,Harbor Town,35.163899,-90.053486,Peabody Corner Bar,35.142816,-90.052204,Bar
153,Harbor Town,35.163899,-90.053486,Paula & Raifords Disco,35.144806,-90.051564,Nightclub
154,Harbor Town,35.163899,-90.053486,Blind Bear,35.141873,-90.05432,Speakeasy
155,Harbor Town,35.163899,-90.053486,City Market Groceries & Deli,35.143218,-90.053324,Grocery Store
156,Harbor Town,35.163899,-90.053486,"Hotel Napoleon, an Ascend Hotel Collection Member",35.14422,-90.050318,Hotel
157,Harbor Town,35.163899,-90.053486,Felicia Suzanne's Restaurant,35.144781,-90.053156,New American Restaurant
158,Harbor Town,35.163899,-90.053486,Cafe Keough,35.144752,-90.052978,Coffee Shop
159,Harbor Town,35.163899,-90.053486,Chez Philippe,35.14248,-90.05142,French Restaurant
160,Harbor Town,35.163899,-90.053486,Memphis Park,35.146732,-90.054067,Park
161,Harbor Town,35.163899,-90.053486,Local Gastropub,35.142652,-90.053838,Gastropub
162,Harbor Town,35.163899,-90.053486,Peabody Lobby Bar,35.14259,-90.051905,Cocktail Bar
163,Harbor Town,35.163899,-90.053486,Monorail Bridge At Mud Island,35.148908,-90.053137,Trail
164,Harbor Town,35.163899,-90.053486,Belle Tavern,35.14245,-90.053193,Bar
165,Harbor Town,35.163899,-90.053486,Residence Inn Downtown Memphis,35.144216,-90.052889,Hotel
166,Harbor Town,35.163899,-90.053486,Sheraton Memphis Downtown,35.151463,-90.049878,Hotel
167,Harbor Town,35.163899,-90.053486,Gould's Salon Spa - Downtown,35.143179,-90.053756,Salon / Barbershop
168,Harbor Town,35.163899,-90.053486,Center for Southern Folklore,35.141748,-90.054221,Music Venue
169,Harbor Town,35.163899,-90.053486,Lansky Lucky Duck Gifts,35.142663,-90.051654,Gift Shop
170,Harbor Town,35.163899,-90.053486,Automatic Slim's Tonga Club,35.142669,-90.052555,American Restaurant
171,Harbor Town,35.163899,-90.053486,Yao's China Bistro,35.142074,-90.054163,Chinese Restaurant
172,Harbor Town,35.163899,-90.053486,Subway,35.148712,-90.044323,Sandwich Place
173,Harbor Town,35.163899,-90.053486,Brinsons,35.142926,-90.045243,Karaoke Bar
174,Harbor Town,35.163899,-90.053486,Jack Pirtle's Famous Fried Chicken,35.165603,-90.03641,Fried Chicken Joint
175,Harbor Town,35.163899,-90.053486,Starbucks,35.155599,-90.04528,Coffee Shop
176,Harbor Town,35.163899,-90.053486,Crowne Plaza Memphis Downtown,35.152144,-90.048008,Hotel
177,Harbor Town,35.163899,-90.053486,C C Blues Club,35.180664,-90.035572,Bar
178,Harbor Town,35.163899,-90.053486,Hertz Rent a Car,35.151301,-90.051272,Rental Car Location
179,Harbor Town,35.163899,-90.053486,Mississippi River Museum,35.149115,-90.054715,Museum
180,Harbor Town,35.163899,-90.053486,Family Dollar,35.164138,-90.036981,Discount Store
181,Harbor Town,35.163899,-90.053486,Subway,35.157087,-90.047701,Sandwich Place
182,Harbor Town,35.163899,-90.053486,Uncle Buck's Fish Bowl & Grill,35.155998,-90.05206,Theme Restaurant
183,Harbor Town,35.163899,-90.053486,Shell,35.157244,-90.047711,Gas Station
184,Harbor Town,35.163899,-90.053486,KFC,35.148524,-90.042941,Fried Chicken Joint
185,Harbor Town,35.163899,-90.053486,Wendy's,35.147041,-90.044381,Fast Food Restaurant
186,Harbor Town,35.163899,-90.053486,Riverset Pool,35.17295,-90.053659,Pool
187,Harbor Town,35.163899,-90.053486,Overton Station-Main Street Trolley,35.154892,-90.048874,Light Rail Station
188,Harbor Town,35.163899,-90.053486,Comeback Coffee,35.154688,-90.048998,Coffee Shop
189,Harbor Town,35.163899,-90.053486,BP,35.148608,-90.044097,Gas Station
190,Harbor Town,35.163899,-90.053486,Mud Island River Pyramid,35.153111,-90.057975,Concert Hall
191,Harbor Town,35.163899,-90.053486,Washington Park,35.171964,-90.043213,Basketball Court
192,Harbor Town,35.163899,-90.053486,Memphis Yacht Club,35.14991,-90.056762,Harbor / Marina
193,Harbor Town,35.163899,-90.053486,Mississippi River,35.152758,-90.064432,River
194,Harbor Town,35.163899,-90.053486,Mud Island Boat Ramp,35.179905,-90.056876,Harbor / Marina
195,Harbor Town,35.163899,-90.053486,Arkansas/Tennessee State Line,35.153188,-90.068686,Border Crossing
196,Harbor Town,35.163899,-90.053486,Mississippi River,35.152758,-90.070038,River
197,Harbor Town,35.163899,-90.053486,Confluence Park - Wolf River Greenway,35.181584,-90.056092,Trail
198,Harbor Town,35.163899,-90.053486,Dragon Boat Races,35.146321,-90.057528,Harbor / Marina
199,Harbor Town,35.163899,-90.053486,A Moveable Feast/Hog Wild Catering Company,35.176549,-90.034542,American Restaurant
200,Linden,35.134818,-90.027293,New Lin's Garden,35.137042,-90.028553,Chinese Restaurant
201,Linden,35.134818,-90.027293,Bhan Thai,35.132888,-90.017376,Thai Restaurant
202,Linden,35.134818,-90.027293,Sun Studio,35.139168,-90.03773,Museum
203,Linden,35.134818,-90.027293,Church Health Center Wellness,35.136676,-90.025715,Gym
204,Linden,35.134818,-90.027293,The Cupboard,35.136767,-90.015349,Southern / Soul Food Restaurant
205,Linden,35.134818,-90.027293,Trolley Stop Market,35.141255,-90.037497,Vegetarian / Vegan Restaurant
206,Linden,35.134818,-90.027293,Los Comales,35.13905,-90.017166,Mexican Restaurant
207,Linden,35.134818,-90.027293,High Cotton Brewing,35.141096,-90.04108,Brewery
208,Linden,35.134818,-90.027293,Pumping Station,35.143856,-90.014308,Gay Bar
209,Linden,35.134818,-90.027293,Mollie Fontaine's Lounge,35.144397,-90.038039,Bar
210,Linden,35.134818,-90.027293,Sunrise Memphis,35.143774,-90.038256,Breakfast Spot
211,Linden,35.134818,-90.027293,Dru's Place,35.13858,-90.012053,Karaoke Bar
212,Linden,35.134818,-90.027293,Minglewood Hall,35.137986,-90.00956,Music Venue
213,Linden,35.134818,-90.027293,Little Italy Pizza,35.136251,-90.011784,Pizza Place
214,Linden,35.134818,-90.027293,Lenny's Sub Shop,35.142208,-90.027497,Sandwich Place
215,Linden,35.134818,-90.027293,Pho Binh,35.138087,-90.007566,Vietnamese Restaurant
216,Linden,35.134818,-90.027293,Popeyes Louisiana Kitchen,35.136919,-90.015895,Fried Chicken Joint
217,Linden,35.134818,-90.027293,Mot & Eds,35.139059,-90.016007,American Restaurant
218,Linden,35.134818,-90.027293,Evelyn & Olive,35.141828,-90.039852,Caribbean Restaurant
219,Linden,35.134818,-90.027293,The Bubble Bistro,35.150307,-90.013321,Cosmetics Shop
220,Linden,35.134818,-90.027293,Art Center,35.135898,-90.006787,Arts & Crafts Store
221,Linden,35.134818,-90.027293,Kimbrough Wines & Spirits,35.136325,-90.012056,Food & Drink Shop
222,Linden,35.134818,-90.027293,FedExForum,35.138489,-90.05114,Basketball Stadium
223,Linden,35.134818,-90.027293,Lunchbox Eats,35.1365,-90.049651,American Restaurant
224,Linden,35.134818,-90.027293,Stax Museum of American Soul Music,35.115622,-90.031672,Museum
225,Linden,35.134818,-90.027293,Casablanca,35.138003,-90.004427,Middle Eastern Restaurant
226,Linden,35.134818,-90.027293,AutoZone Park,35.142748,-90.049884,Baseball Stadium
227,Linden,35.134818,-90.027293,Havana Mix,35.140312,-90.051078,Smoke Shop
228,Linden,35.134818,-90.027293,Sekisui,35.137082,-90.005279,Japanese Restaurant
229,Linden,35.134818,-90.027293,French Truck Coffee,35.15176,-90.013831,Coffee Shop
230,Linden,35.134818,-90.027293,Joe's Wine and Liquor,35.142826,-90.004726,Liquor Store
231,Linden,35.134818,-90.027293,El Mezcal (Union),35.136613,-90.011638,Mexican Restaurant
232,Linden,35.134818,-90.027293,Firehouse Subs,35.135803,-90.009308,Sandwich Place
233,Linden,35.134818,-90.027293,Planet Fitness,35.142464,-90.006513,Gym / Fitness Center
234,Linden,35.134818,-90.027293,Crosstown Concourse,35.151839,-90.013432,Building
235,Linden,35.134818,-90.027293,Phuong Long,35.14733,-90.014449,Vietnamese Restaurant
236,Linden,35.134818,-90.027293,The Peabody Hotel,35.142475,-90.05201,Hotel
237,Linden,35.134818,-90.027293,Crosstown Brewing,35.15206,-90.01711,Brewery
238,Linden,35.134818,-90.027293,Crosstown Arts,35.151981,-90.013372,Indie Theater
239,Linden,35.134818,-90.027293,Mr. Handy's Blues Hall,35.13965,-90.052286,Music Venue
240,Linden,35.134818,-90.027293,Handy Park,35.139737,-90.05134,Park
241,Linden,35.134818,-90.027293,Flying Fish,35.142064,-90.052735,Seafood Restaurant
242,Linden,35.134818,-90.027293,Hampton Inn & Suites Memphis - Beale Street,35.14023,-90.05211,Hotel
243,Linden,35.134818,-90.027293,Cozy Corner,35.155248,-90.034273,BBQ Joint
244,Linden,35.134818,-90.027293,Blues City Cafe,35.140169,-90.053468,Bar
245,Linden,35.134818,-90.027293,Wet Willie's,35.13951,-90.051211,Cocktail Bar
246,Linden,35.134818,-90.027293,Tamp & Tap,35.141525,-90.053172,Café
247,Linden,35.134818,-90.027293,Dyer's Burgers,35.139459,-90.051465,Burger Joint
248,Linden,35.134818,-90.027293,Midtown Crossing Grill,35.149383,-90.013082,Pizza Place
249,Linden,35.134818,-90.027293,World Famous Beale Street,35.139805,-90.052713,Historic Site
250,Linden,35.134818,-90.027293,Texas De Brazil,35.141767,-90.052866,Brazilian Restaurant
251,Linden,35.134818,-90.027293,Four Way Grill,35.119688,-90.038778,Southern / Soul Food Restaurant
252,Linden,35.134818,-90.027293,India Palace,35.143154,-90.00314,Indian Restaurant
253,Linden,35.134818,-90.027293,Red Fish Sushi Asian Bistro,35.136436,-90.01382,Sushi Restaurant
254,Linden,35.134818,-90.027293,B.B. King's Blues Club,35.139934,-90.053434,Jazz Club
255,Linden,35.134818,-90.027293,The Brass Door,35.144668,-90.050985,Pub
256,Linden,35.134818,-90.027293,Rum Boogie Café,35.139618,-90.052141,Bar
257,Linden,35.134818,-90.027293,Envision Memphis,35.143815,-90.051499,Gym / Fitness Center
258,Linden,35.134818,-90.027293,Fogelman YMCA,35.144001,-90.048325,Gym
259,Linden,35.134818,-90.027293,The Bar-B-Q Shop,35.137923,-90.001672,BBQ Joint
260,Linden,35.134818,-90.027293,Itta Bena,35.139772,-90.053471,American Restaurant
261,Linden,35.134818,-90.027293,Jerry Lee Lewis Cafe & Honky Tonk,35.139482,-90.050733,Southern / Soul Food Restaurant
262,Linden,35.134818,-90.027293,Baskin-Robbins,35.13657,-90.005607,Ice Cream Shop
263,Linden,35.134818,-90.027293,Al-Rayan,35.146893,-90.014415,Middle Eastern Restaurant
264,Linden,35.134818,-90.027293,Flying Saucer,35.140943,-90.053282,Beer Garden
265,Linden,35.134818,-90.027293,Farm Burger,35.152333,-90.013353,Burger Joint
266,Linden,35.134818,-90.027293,The Peabody Rooftop,35.142605,-90.051959,Roof Deck
267,Linden,35.134818,-90.027293,Rock'n'Soul Museum,35.138997,-90.052141,History Museum
268,Linden,35.134818,-90.027293,Oasis Liquid (Hookah Lounge),35.138123,-90.009596,Hookah Bar
269,Linden,35.134818,-90.027293,Kooky Canuck,35.14261,-90.05245,Burger Joint
270,Linden,35.134818,-90.027293,Lennys Subs,35.142396,-90.027438,Sandwich Place
271,Linden,35.134818,-90.027293,Charles Vergos' Rendezvous,35.143353,-90.051768,BBQ Joint
272,Linden,35.134818,-90.027293,The Westin Memphis Beale Street,35.139004,-90.052748,Hotel
273,Linden,35.134818,-90.027293,New Daisy Theatre,35.139793,-90.050068,Rock Club
274,Linden,35.134818,-90.027293,Huey's Restaurant,35.142932,-90.052539,Burger Joint
275,Linden,35.134818,-90.027293,Mardi Gras Memphis,35.152057,-90.012646,Cajun / Creole Restaurant
276,Linden,35.134818,-90.027293,Wingstop,35.135976,-90.007731,Wings Joint
277,Linden,35.134818,-90.027293,Peabody Corner Bar,35.142816,-90.052204,Bar
278,Linden,35.134818,-90.027293,Cash Saver,35.138262,-90.007276,Food & Drink Shop
279,Linden,35.134818,-90.027293,Ecco on Overton Park,35.148715,-90.007034,Bar
280,Linden,35.134818,-90.027293,Tin Roof Memphis,35.139447,-90.051004,Bar
281,Linden,35.134818,-90.027293,T-Mobile,35.136618,-90.011542,Mobile Phone Shop
282,Linden,35.134818,-90.027293,Outdoors Inc,35.135816,-90.004351,Sporting Goods Shop
283,Linden,35.134818,-90.027293,Havana's Pilón,35.144764,-90.051266,Cuban Restaurant
284,Linden,35.134818,-90.027293,Buccaneer Lounge,35.13789,-90.015736,Rock Club
285,Linden,35.134818,-90.027293,Chez Philippe,35.14248,-90.05142,French Restaurant
286,Linden,35.134818,-90.027293,Arby's,35.137568,-90.029137,Fast Food Restaurant
287,Linden,35.134818,-90.027293,Paggio's Salon,35.14322,-90.004278,Cosmetics Shop
288,Linden,35.134818,-90.027293,"Hotel Napoleon, an Ascend Hotel Collection Member",35.14422,-90.050318,Hotel
289,Linden,35.134818,-90.027293,Subway,35.141012,-90.035914,Sandwich Place
290,Linden,35.134818,-90.027293,Silky O'Sullivan's,35.139458,-90.052115,Bar
291,Linden,35.134818,-90.027293,P And H Cafe,35.1383,-90.009992,Bar
292,Linden,35.134818,-90.027293,Kay Kafe,35.153628,-90.042216,Food Court
